[2025-06-08, 16:49:44:760] info :	 Result: {"_id":"id_1","username":"testuser"}
[2025-06-08, 16:49:44:761] info :	 SELECT description, duration, date FROM EXERCISES WHERE USER_ID=id_1 AND DATE <= Sat Dec 31 2022
[2025-06-08, 16:49:44:761] info :	 Result: [{"description":"Swimming","duration":45,"date":"1999-10-01T00:00:00.000Z"},{"description":"Cycling","duration":60,"date":"2022-01-02T00:00:00.000Z"},{"description":"Hiking","duration":120,"date":"2022-02-03T00:00:00.000Z"}]
[2025-06-08, 16:49:44:765] info :	 SELECT * FROM USERS WHERE _ID=id_1
[2025-06-08, 16:49:44:765] info :	 Result: {"_id":"id_1","username":"testuser"}
[2025-06-08, 16:49:44:766] info :	 SELECT description, duration, date FROM EXERCISES WHERE USER_ID=id_1 AND DATE >= Sat Jan 01 2022 AND DATE <= Sat Dec 31 2022
[2025-06-08, 16:49:44:766] info :	 Result: [{"description":"Cycling","duration":60,"date":"2022-01-02T00:00:00.000Z"},{"description":"Hiking","duration":120,"date":"2022-02-03T00:00:00.000Z"}]
[2025-06-08, 16:49:44:771] info :	 SELECT * FROM USERS WHERE _ID=id_1
[2025-06-08, 16:49:44:771] info :	 Result: {"_id":"id_1","username":"testuser"}
[2025-06-08, 16:49:44:772] info :	 SELECT description, duration, date FROM EXERCISES WHERE USER_ID=id_1 AND DATE >= Sat Jan 01 2022 AND DATE <= Sat Dec 31 2022 LIMIT 1
[2025-06-08, 16:49:44:772] info :	 Result: [{"description":"Cycling","duration":60,"date":"2022-01-02T00:00:00.000Z"}]
[2025-06-08, 16:49:44:785] info :	 SELECT * FROM USERS WHERE _ID=999999
[2025-06-08, 16:49:44:785] info :	 Result: undefined
[2025-06-08, 16:49:54:970] info :	 Connected to the database
